Gene	TCGA-A8-A06T-01	TCGA-A8-A07F-01	TCGA-A8-A081-01	TCGA-A8-A08T-01	TCGA-A8-A095-01	TCGA-A8-A09G-01	TCGA-AO-A03O-01	TCGA-A8-A06R-01	TCGA-A8-A07B-01	TCGA-A8-A07Z-01	TCGA-A8-A08B-01	TCGA-A8-A094-01	TCGA-A8-A09E-01	TCGA-A8-A09T-01	TCGA-AN-A0AR-01	TCGA-BH-A0DZ-01	TCGA-AN-A0AS-01	TCGA-A7-A0CH-01	TCGA-AN-A0AJ-01	TCGA-AN-A03X-01	TCGA-A8-A06U-01	TCGA-A8-A07I-01	TCGA-A8-A082-01	TCGA-A8-A08X-01	TCGA-A8-A096-01	TCGA-A8-A09K-01	TCGA-A8-A09X-01	TCGA-BH-A0AY-01	TCGA-A7-A0CJ-01	TCGA-AN-A0FE-01	TCGA-AN-A03Y-01	TCGA-A8-A07J-01	TCGA-A8-A083-01	TCGA-A8-A08G-01	TCGA-A8-A08Z-01	TCGA-A8-A099-01	TCGA-A8-A09M-01	TCGA-A8-A09Z-01	TCGA-BH-A0B4-01	TCGA-AN-A0FG-01	TCGA-AN-A049-01	TCGA-A8-A06Y-01	TCGA-A8-A084-01	TCGA-A8-A08H-01	TCGA-A8-A090-01	TCGA-A8-A09A-01	TCGA-A8-A09N-01	TCGA-A8-A0A1-01	TCGA-AN-A0AK-01	TCGA-A2-A0D0-01	TCGA-AN-A0FJ-01	TCGA-A8-A06Z-01	TCGA-A8-A07O-01	TCGA-A8-A085-01	TCGA-A8-A08I-01	TCGA-A8-A091-01	TCGA-A8-A09B-01	TCGA-A8-A0A4-01	TCGA-BH-A0BV-01	TCGA-A2-A0D4-01	TCGA-AN-A0FV-01	TCGA-A8-A06O-01	TCGA-A8-A076-01	TCGA-A8-A07P-01	TCGA-A8-A086-01	TCGA-A8-A08J-01	TCGA-A8-A092-01	TCGA-A8-A09C-01	TCGA-A8-A09Q-01	TCGA-A7-A0CD-01	TCGA-A7-A0DB-01	TCGA-A8-A09I-01	TCGA-A8-A0A2-01	TCGA-A8-A0AB-01	TCGA-AN-A0AM-01	TCGA-AN-A0AT-01	TCGA-BH-A0BD-01	TCGA-A2-A0CM-01	TCGA-A2-A0CP-01	TCGA-A2-A0CQ-01	TCGA-A2-A0CU-01	TCGA-A8-A09D-01	TCGA-A8-A09R-01	TCGA-A8-A0A9-01	TCGA-A8-A06P-01	TCGA-A8-A079-01	TCGA-A8-A07W-01	TCGA-A8-A08A-01	TCGA-A8-A08L-01	TCGA-A8-A093-01	TCGA-A8-A08S-01	TCGA-A8-A097-01	TCGA-A2-A04T-01	TCGA-A2-A04V-01	TCGA-A7-A0CE-01	TCGA-A7-A0DC-01	TCGA-AO-A03R-01	TCGA-AO-A03T-01	TCGA-AN-A041-01	TCGA-AN-A046-01
hsa-let-7a-1	11.9073914882554	12.4609982922129	11.3743326663118	12.9418900169805	12.5582846924287	11.2588394057646	12.1527900796349	11.5549998796719	12.6788630672156	12.5763664049632	11.9273602091744	11.9645674978874	12.5682090896304	12.554603625557	11.9854739871998	11.9816625572771	12.1951633574114	13.3441843413818	12.2477977202205	12.8115387407672	12.8888966832648	11.8509091828396	12.698967053902	11.4770674558488	12.8845917432635	11.8953004231729	11.8015289791476	12.2994415569262	11.064851575011	11.7151967802985	13.3678154632511	12.3207493117121	12.9707544137087	13.2191368731106	12.3327815770581	12.4002632349746	11.9774325573555	12.4089387440124	11.9879144430721	12.2626980932435	11.1592152866384	11.6617619190141	12.8605778002089	12.0163512364201	11.4917415361233	12.3308640476823	12.6579781749218	12.8786147458563	12.615037161893	12.522582752298	11.836098115918	11.6951019992488	12.6071817540584	11.5918429716516	11.8089796226907	13.2215076885363	12.6792351673767	11.9558203842737	10.6467811587393	12.996763450652	12.459597008559	12.437730098881	11.3645515095644	11.7903944040277	12.6692420150827	10.9773372344239	12.0864935059518	12.4261204313225	12.5930291068235	12.4775975854297	13.386350824954	11.9083419457834	12.2950332059453	12.987900377917	11.5868446197627	13.0263664869511	12.8021821635899	12.1084614688274	12.5890892714663	13.1694819468298	12.5651971000301	12.6119870696171	12.8810431636128	13.1987646619897	12.6700025792312	13.0754718472465	12.5418417542449	13.0583461499662	12.8248583140457	13.2417303123597	13.4336544666674	11.8399229096565	12.9589888052247	12.7170767689314	13.2144601839466	13.2625204545732	14.2165556979266	13.1658468989299	13.0546738211893	13.0916545730346
hsa-let-7a-2	12.9286787044333	13.4285672712125	12.3710076708041	13.9424252860406	13.5720404140964	12.2196128396271	13.1519842131773	12.541227285166	13.6236075443991	13.5639115052437	12.9390645935083	12.934757833462	13.5835984667786	13.5547860273486	13.0428766137507	12.9743965301909	13.1905561063242	14.3219431617437	13.2047848065395	13.7965140010113	13.8324170038553	12.8640404816023	13.6966736537639	12.4966582475107	13.837080042769	12.8477691093555	12.7825746957092	13.2860347037091	12.0865885630985	12.7114859476392	14.3582201926991	13.3081646510469	13.9413135408436	14.207268315129	13.3204943143709	13.3891764263436	12.9363662388542	13.418914548689	12.9895912743216	13.2679505148894	12.1429503517081	12.6652843243687	13.861870911026	13.035966118163	12.5194318083233	13.3274414018299	13.6179495016871	13.8754509958643	13.6490471566485	13.5437476537797	12.8511868927005	12.6941136682143	13.5553095297143	12.6021444831993	12.8200873415883	14.1977124769593	13.6589242099387	12.9737516819262	11.6538108050303	13.9605528000516	13.4512541554137	13.4109782905219	12.3350006493401	12.8098094820267	13.6805891552981	12.0219990439146	13.0704558940116	13.3888140377587	13.6044267225971	13.4819713482983	14.3756990396166	12.8818985345819	13.2731285870856	13.9778874304938	12.5946224775663	14.0316850835395	13.7863848884347	13.1201645926	13.5806916416418	14.1741805307708	13.5503189506093	13.5996679315862	13.882945233477	14.1958804107217	13.6365394648135	14.0123450890589	13.5178095281776	14.0482675308051	13.8106357128555	14.2268889659562	14.4251462443665	12.8471042489738	13.9164146626604	13.6962697040684	14.1901354091865	14.2101254855872	15.2113355028353	14.154002434529	14.0661052419489	14.0520297557758
hsa-let-7a-3	11.9261485802919	12.4449385970584	11.3874092825356	12.982692369081	12.6007338371297	11.2535844616057	12.2574029086995	11.587754828622	12.6845633070076	12.5865482604753	11.9755912421538	11.9902416761446	12.6099427462418	12.6230895979298	12.0397719622952	12.0387063735867	12.2174630091115	13.3568305066801	12.2612483345404	12.8100281436246	12.9222267705183	11.9156922053889	12.7245717458523	11.5023979793091	12.8610105677622	11.8654911970872	11.8260026246577	12.3261111737076	11.132991994076	11.7407526156884	13.3992564106462	12.3145844147996	12.9807004898343	13.2385026565395	12.3726434558523	12.3944043781654	11.9578408732426	12.4587187424806	12.0701764710628	12.295985172118	11.2074171847255	11.7532803876782	12.8752876765688	12.0709392619543	11.5855643880285	12.4074789198253	12.6207799063701	12.8828404783733	12.6755393788578	12.5614506552331	11.9190780535508	11.7445790931604	12.6253621475871	11.6428089641153	11.8515716906627	13.2172040550815	12.7118668411597	11.9831543841739	10.6254209391535	13.0054855427597	12.4534682779246	12.4876531246423	11.3979676526247	11.8230292650717	12.7317941941229	11.0692803646761	12.1575151268088	12.42750084428	12.6343754347794	12.4763898808313	13.393430622802	11.909163234426	12.3212261350013	12.9990023566162	11.6181631352557	13.0614212635029	12.8233042535278	12.1299428291411	12.6036082601898	13.2147490276795	12.5818246689053	12.6581287300782	12.9050402624099	13.2053116025021	12.6687765073332	13.0484086977951	12.5581830541729	13.063737518077	12.8699079221607	13.2669312943255	13.4544578819988	11.87118987814	12.9686472994027	12.7348678440383	13.2298409039012	13.2501798547133	14.2651753615398	13.2274769506794	13.0922477393536	13.0967204038468
hsa-let-7b	14.5073029354147	13.946493959223	12.5916471487859	16.8372348391865	15.8952836529055	13.656433352941	12.659337968902	13.4040940721039	15.0471412148481	16.2548149556513	14.6896215386677	13.7093412835992	15.9129877279456	15.5166638939328	14.2991486818967	15.6352865948559	14.8566730106223	15.9235118283798	14.5004176199104	15.6828343137877	15.3892298280247	14.6635818174327	15.4681058874888	14.4516597996874	15.5641798752091	13.8473415527111	13.6546323018593	14.5427411718124	13.7913526316918	14.4644755677158	15.0420754816736	15.4833228419707	16.4964748770419	16.178612384118	15.123705184179	15.9886401089722	14.3102808781853	15.4136874366867	13.9583567355607	14.8706695581421	13.0589527751097	13.781351510325	16.012983251576	14.8155443134509	14.5167116034082	14.1147451923266	14.8893062080454	15.9625048592225	15.3413487558912	15.8056212007579	14.8014171223367	14.1192910552338	13.7931800690865	13.5151792583851	14.649416101976	16.3205352207167	15.6561471591535	13.9242118322763	12.7440349223682	14.4857425827938	13.4352383712393	14.5535933492568	13.5639625852652	14.1142139083787	15.1664626034697	13.2848841088743	14.4493553125678	14.4896136877622	14.3166080061818	14.9676695558338	15.5876191339176	13.7184384219377	13.9735825287517	14.2998778011578	13.3244268739254	13.7988099339298	14.9131143962646	13.4281806631316	14.2970960891567	16.0194506661918	14.2477976703119	14.7994641340235	13.2499045418597	15.8282385133182	14.4872151427374	14.9164207364957	14.2653340046641	15.5615311634279	15.2648437340108	15.7960536737447	15.7573666519573	13.3803449281988	14.1015118335235	14.5622110155637	15.4985715395956	15.4112001718248	16.124591706523	15.1046382214951	15.7159645095817	15.2361772299186
hsa-let-7c	10.0002553893625	11.2940669325744	9.21238651732097	10.651389130203	11.4083541565024	10.8234988696132	9.06969732849877	9.23848106638333	10.6019921304219	9.36423957168247	9.5452096314818	10.7902689548959	10.4325554837888	11.603777330976	11.3763691135892	10.8168871929833	10.2422753605555	11.0671449113658	8.75133417688346	12.5279917828439	9.46951148247415	9.52485379312168	9.47577493216698	10.6549097942092	10.3569474239225	9.09688818582983	11.0953928852586	11.3622895899186	11.0001767784845	11.3393360842791	9.94789426403861	12.0443466069807	9.35922498053649	10.5372348817305	10.9333509591159	9.0162520298797	9.06912462829292	7.92423001813471	11.3785726070424	10.5771921178788	10.3748046071009	8.14170469100353	9.904872102688	12.1235368939038	9.27144935725359	11.7760893274001	10.7995364727061	11.3792227452803	9.40172103959486	10.2827827124529	10.9362016211883	9.41637819226222	9.83833204089438	8.99341965163098	8.23979589647711	10.4248259326226	11.2789879714018	11.0632821246314	10.2787243328106	11.2630400818555	10.5193925632329	10.418256016535	9.34300001676176	9.25136951383668	11.2311642027339	9.41377118237543	10.855640722546	10.2278334166087	9.03628372857646	9.68440647005403	12.0243999842663	8.89031904366498	10.9057379749916	9.83285213501314	10.1957023505339	9.92775013735166	10.7612487957435	10.1537560933924	11.9948700215453	10.251405232064	10.8766019157311	11.3707129686525	10.4173105703876	10.6585314639855	10.9154722790363	10.2042635178676	10.2942932164947	10.8613310870619	11.1560211105105	11.3118500855481	10.1007459800447	10.8776551813294	11.0940794966292	9.12176005706673	12.200785292031	9.18194854390944	11.8505449418511	12.4612823995454	11.1846553262936	10.709860559329
hsa-let-7d	8.98833798935493	9.05590135719833	7.97849453913258	9.43427323928979	8.01762624767118	7.90092584257833	7.52736353304656	8.7183080310087	9.66958499826861	8.76620974451663	8.94899337719834	10.0264726457578	8.20545256700986	9.37528003282666	10.4502954436723	9.78814193062047	9.29023077386897	9.14641086541917	10.6607242401162	8.96046531907764	10.1567953667077	9.53009421494284	9.72338248336744	8.58713185067477	9.12214914479114	8.67010755247689	9.73754152309154	8.7479261075249	9.63425926170952	8.90826771190415	9.12689736814661	8.59389070367279	9.28375610837483	9.4204073797964	9.54025036502148	8.15097879739481	9.78560678495271	9.02870345106367	9.60005668993071	8.66854797104535	10.3183780438429	8.2378371039257	9.2383324116746	8.70987917149991	8.25517880062184	9.48326066005547	9.33659009534822	8.95681795071309	9.86648595871659	10.8420061048567	9.87229954915398	9.42383596203967	11.0024215118706	7.66530125655348	9.27260452767864	8.75043636048857	8.8376003151515	8.85703379748321	8.83584064077755	10.225018489373	8.5055106799509	8.91240394634055	9.9257119053377	7.93141845401225	9.73454711484511	8.56539731402087	9.54111256430346	9.19609332791291	9.11934881776128	7.8814283696759	9.02051885543283	8.42591877256279	9.1315520774185	8.01055650355184	9.06338400080872	10.5079352990806	8.81194003247754	10.3514244386679	8.02611202074135	9.72074684776152	9.05988657702643	10.2190533072224	7.93487644046755	9.49677870137866	8.78141400701934	10.4741135942049	9.9253480210642	9.89952151068712	10.4505207005514	9.0532414637476	9.68817844189422	8.08333632190761	11.6480143384127	9.15258452917101	10.1790631727855	8.85392209504212	9.82453019168615	9.56149304152816	8.89546747230297	9.4150391441475
hsa-let-7e	9.81809983410149	9.78792915924403	9.99996860977031	10.1898958037755	9.72533401036115	8.50677241406522	9.2617573703406	10.1720502233177	11.2845616741272	9.91103592032899	9.09568420129501	10.0947146922112	9.85794110281446	10.9158206408354	10.962089401548	9.90515111637825	9.96349507642499	10.089318780022	10.5037931647138	10.6870142426199	10.5655603702496	10.5197405663407	11.2181077987799	8.61614037277678	9.43015357336705	10.0015119704003	10.080783211573	10.4342212864664	9.5838944134312	10.2381455827017	12.0217728595738	9.52240614144577	10.1352200769728	10.5378305131598	10.3538994710888	9.77311162377563	10.3631665248764	9.64957004722317	10.3353066044859	10.4271010279627	10.4208847006747	9.92166597663882	10.6675798379839	9.51735134215365	9.24906016566383	10.921019631384	9.90257470816563	10.1737495565277	11.209799633024	10.378467319741	10.4901595780062	11.1670043479012	10.6123094810194	9.63345242630318	11.2977662869187	10.4693042471372	10.2817206668651	9.55192356562644	9.17015614725329	11.1527931702648	10.5937211531222	10.891448228508	9.52552774262771	10.2005567782012	11.1718209454171	10.2034858539198	10.6268039131813	9.97945231259856	10.6161666967679	8.99270660855721	10.4494047164977	10.0779177155829	10.0658038248813	10.4507277187447	10.2227154739814	11.0197572638503	10.1335221499987	10.2833421199824	10.1109420295644	10.2544157015767	10.2357740612862	10.9889370809463	9.67095808245011	10.6293028203955	10.4822366997304	11.1741631564699	10.5509903734937	10.7386120649436	10.3371853214644	10.3368136582636	10.7477870907526	10.1673463693407	11.1181810140208	10.1069752606843	10.3487090140549	10.0880150769099	11.5383590353673	10.4112504076124	10.0625037962254	10.0401403018712
hsa-let-7f-1	3.22930304693901	4.80485385298666	4.38233966983712	4.59004247291553	5.17072331223531	3.90694589785847	4.08503444014086	5.27190497582001	4.19426658963893	5.68983227204661	4.8935630187727	5.71884384136943	4.70186805577241	5.86171296803923	6.49706972019362	5.06699057167999	5.27934455280961	4.88237928103545	6.04259369337148	5.5855687560811	6.05635863161559	6.59602738976152	5.65734231861695	4.81042634257235	5.77890244361956	5.69908064208857	5.65956144206647	6.21109437490656	5.9445651929222	4.63140367747191	5.44007784724781	4.01334907303743	5.95092336058727	6.33581263181109	5.88322274957106	4.78674757558742	5.86736145597309	6.99941967192671	5.25623265853531	5.47195771112437	4.79549355984161	5.52066242625649	6.10682969593897	5.59973253866003	4.63177645191901	5.34280464258902	6.40209292379006	5.3164888847378	6.41434869031613	6.04623430503347	5.53100908796663	3.9227141190252	5.78807008507415	4.85197560793673	5.3959442266965	5.3618354403722	5.45763266997562	5.89248722666313	5.38879900561946	5.79315994120543	4.94704420529489	5.29707278928125	6.55487886562054	5.89370034526055	5.67060478558677	3.43054514880687	5.12514091099163	5.35364733178872	4.64645208898126	4.02428731749458	4.24187068419449	4.98384607528837	5.42366368140621	4.57029053809937	4.91736697110397	4.57811747122576	5.20684456527987	5.65862160693506	5.16943909206771	5.29252693647712	5.69742438843375	5.25860752638034	3.98669407618964	5.30834405453231	5.39120051633445	5.54497750389473	5.31526258177482	5.61191160135065	4.91671027523627	4.33060407509013	5.84961382231752	5.20958483984559	6.44173367862709	5.58857651996236	5.51806454978701	3.47572318617423	6.23135412337467	6.33202523060411	5.93419058459219	5.92259910162752
hsa-let-7f-2	9.88034015502125	11.9398828226596	10.1256861386174	11.0076962054245	11.4848884629094	10.1273501408383	9.26001044113349	10.7745190112779	10.5993122678948	10.5824970479824	10.746634329396	11.8408768270189	11.0157471817928	11.6842753151529	11.6133260837885	10.8185118647545	11.1428796650964	11.7458283026844	11.879776045188	11.5191737433582	11.843606647661	11.0825040077991	11.3397747091592	10.9328612430959	11.8035519969914	11.5421938483124	11.620669076232	12.1903178290019	10.9489203560099	10.4323227830523	11.4574878572026	11.34559401617	11.5274404392401	11.6925131137864	11.6218104398629	10.7247182929073	11.4732091782235	11.3690126729803	11.5074451956717	11.3246293755209	10.457521692986	10.8137213061075	11.4535510524716	11.2876136052262	10.4898574894186	12.0453864775192	11.9782765902015	11.6839839831578	11.8340244288209	11.7001859856822	11.2314274419508	10.0592745850982	12.3889166518203	10.6434972972891	10.8605747072094	10.8637110126428	11.1739867266735	11.6331591776423	11.052667096162	12.3507947683884	10.5873381455092	11.0744799939804	11.4542094714892	11.0677872951768	11.4621788144786	9.49546905034015	10.9225932350128	11.8524902642882	11.7874582841277	10.6971408773556	12.7149294375096	11.0757879019891	12.0175873902244	11.7271091252013	11.1516612712428	13.4330740593536	11.9786569246902	12.1557707480029	12.0388317505746	12.0525918805468	11.8515956953937	11.8777909500812	10.5262631841581	11.8343783285656	12.2689422274492	12.266544527333	11.8415825829662	12.0588527817574	11.7624009912964	11.8141056513081	11.9339542059515	11.4101495560507	12.9434957981388	11.4685755473905	11.7924945257336	11.2295887266142	12.5678952188696	12.2100021789715	12.0217548311716	11.9249411745397
hsa-let-7g	9.69408287828712	9.70821577298042	8.90723964650669	9.23580140381145	8.53803731983133	8.78588311006195	7.89913933299636	9.20454268375224	10.7189418337034	9.09962742152968	7.79692235895143	9.0238830315235	8.96867929361844	9.7274914595179	9.99586780819813	8.57012957288433	9.87704764867837	9.69803344738934	10.110795905549	8.97491777315994	9.90134139469013	8.68887334889019	9.74327826489303	8.72286620412766	9.15752914306175	9.89068805698984	9.56173045335784	9.32774035736836	9.57818822218458	9.67012907347271	10.5008597433762	7.71876210680804	9.88893502328224	9.61359667733655	9.67814551026857	8.65385512947315	9.65800258217015	8.72393034063535	8.98599287712256	9.72162492447729	9.94013158583118	9.18067644692598	10.2850447792584	9.15443298969232	9.54699977663894	9.25482348712244	9.30841792337619	9.26616772368806	9.5910054624855	9.54972449697424	10.9222204572418	10.0656451852283	11.010348929939	8.56687155954503	9.05218003320888	8.95513621083789	9.48533186138093	9.67411169923597	8.45215596134957	9.482112291055	9.64699836544469	9.51722670610879	9.3490208323187	8.79890184967267	10.1402517067445	8.41071047908557	9.83309183814544	9.79253152935193	9.9964722035124	8.97091792379988	8.88995178796784	8.92970527598825	10.1027706302135	8.80136518460605	9.51265857543949	9.15537949925312	9.32839316144195	9.93749351109534	8.58786480283086	10.313342341945	9.75294139048864	9.77753125540018	7.62088707987015	9.55084639907493	9.65950367648319	10.2398273172901	9.98596664648146	9.46678925915152	9.05829786102035	9.48741945706085	10.2413443578166	8.67841571585299	11.4528974545959	9.01024348296316	9.46347488757389	8.83272062359714	10.2415042789384	10.335429273436	10.1406890033835	9.55622245962949
